Price,Adj Close,Close,High,Low,Open,Volume
Ticker,V,V,V,V,V,V
Date,,,,,,
2010-01-04,19.719192504882812,22.03499984741211,22.1924991607666,21.864999771118164,22.0,20180000
2010-01-05,19.493240356445312,21.782499313354492,21.88249969482422,21.5,21.825000762939453,25833600
2010-01-06,19.23149299621582,21.489999771118164,21.770000457763672,21.475000381469727,21.752500534057617,16254000
2010-01-07,19.410465240478516,21.690000534057617,21.75,21.387500762939453,21.49250030517578,27841200
2010-01-08,19.464153289794922,21.75,21.84749984741211,21.5575008392334,21.704999923706055,11907200
2010-01-11,19.40822410583496,21.6875,21.985000610351562,21.542499542236328,21.877500534057617,12912000
2010-01-12,19.316503524780273,21.584999084472656,21.762500762939453,21.462499618530273,21.645000457763672,12842000
2010-01-13,19.495479583740234,21.78499984741211,21.799999237060547,21.487499237060547,21.614999771118164,13428800
2010-01-14,19.562599182128906,21.860000610351562,21.88249969482422,21.625,21.74250030517578,18379600
2010-01-15,19.271753311157227,21.53499984741211,21.885000228881836,21.479999542236328,21.8700008392334,21295200
2010-01-19,19.654325485229492,21.962499618530273,22.102500915527344,21.424999237060547,21.542499542236328,15239600
2010-01-20,19.558122634887695,21.854999542236328,21.934999465942383,21.577499389648438,21.920000076293945,12771200
2010-01-21,18.89365577697754,21.112499237060547,21.975000381469727,21.030000686645508,21.862499237060547,28140800
2010-01-22,18.50885009765625,20.6825008392334,21.09749984741211,20.40999984741211,21.00749969482422,29776400
2010-01-25,18.352237701416016,20.50749969482422,20.952499389648438,20.352500915527344,20.850000381469727,16147200
2010-01-26,18.15536117553711,20.287500381469727,20.635000228881836,20.247499465942383,20.337499618530273,12437600
2010-01-27,18.77284812927246,20.977500915527344,21.032499313354492,20.15250015258789,20.219999313354492,19335200
2010-01-28,18.490943908691406,20.662500381469727,21.1200008392334,20.352500915527344,21.09000015258789,13070800
2010-01-29,18.352237701416016,20.50749969482422,21.2450008392334,20.467500686645508,20.649999618530273,20281600
2010-02-01,18.716907501220703,20.915000915527344,21.1875,20.549999237060547,20.572500228881836,16098000
2010-02-02,18.79522132873535,21.002500534057617,21.11750030517578,20.875,21.065000534057617,14441600
2010-02-03,18.685590744018555,20.8799991607666,21.122499465942383,20.524999618530273,21.059999465942383,32197600
2010-02-04,18.580434799194336,20.762500762939453,21.545000076293945,20.700000762939453,21.3125,66486800
2010-02-05,18.470815658569336,20.639999389648438,20.96500015258789,20.135000228881836,20.829999923706055,38687200
2010-02-08,18.580434799194336,20.762500762939453,21.094999313354492,20.639999389648438,20.725000381469727,23966800
2010-02-09,18.62966537475586,20.8174991607666,21.032499313354492,20.674999237060547,20.922500610351562,17968000
2010-02-10,18.740571975708008,20.90999984741211,20.977500915527344,20.72249984741211,20.872499465942383,14572800
2010-02-11,19.0766658782959,21.28499984741211,21.302499771118164,20.8125,20.947500228881836,18044800
2010-02-12,18.99599838256836,21.19499969482422,21.235000610351562,20.912500381469727,21.125,22114800
2010-02-16,19.242473602294922,21.469999313354492,21.485000610351562,21.299999237060547,21.3075008392334,16065600
2010-02-17,19.36345672607422,21.604999542236328,21.635000228881836,21.440000534057617,21.502500534057617,14976800
2010-02-18,19.48445701599121,21.739999771118164,21.862499237060547,21.5,21.5,15289200
2010-02-19,19.45085334777832,21.702499389648438,21.7450008392334,21.372499465942383,21.5,13672000
